name,slug,city,state,phone,rating,reviews,place_id,reviews_link,predicted_label,r_30,r_60,r_90,r_365,first_review_date,parsed_working_hours,email_1,site,latitude,longitude,modern_trust_preview,logo_storage_path
TemperaturePro,temperaturepro,Pelham,Alabama,+1 205-850-3690,4.9,264,ChIJLyfMLq4jiYgRweOQZWslmgM,"https://search.google.com/local/reviews?placeid=ChIJLyfMLq4jiYgRweOQZWslmgM&q=hvac+contractor,+35242,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,2,07/2014,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",tyler.vincer@temperaturepro.com,https://temperaturepro.com/pelham-al/?utm_source=google,33.3360994,-86.7895684,https://atlasgrowth.ai/t/modern-trust/temperaturepro,
Valley Heating and Air,valley-heating-and-air,Pelham,Alabama,+1 205-664-1717,4.9,196,ChIJm0Z8mGwkiYgRpEkGyCvF8Qc,"https://search.google.com/local/reviews?placeid=ChIJY2oWzIVAmogRA-9D_MLsANw&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",logo,6,21,29,100,05/2017,"{""monday"": ""7:30AM-4:30PM"", ""tuesday"": ""7:30AM-4:30PM"", ""wednesday"": ""7:30AM-4:30PM"", ""thursday"": ""7:30AM-4:30PM"", ""friday"": ""7:30AM-4:30PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",office@valleydistributors.net,https://info.callvalleyheatair.com/?utm_source=gmb,33.2958238,-86.8131773,https://atlasgrowth.ai/t/modern-trust/valley-heating-and-air,/logos/valley-heating-and-air.png
Wittichen Supply Co,wittichen-supply-co,Pelham,Alabama,+1 205-988-5505,4.4,75,ChIJV4T0NaMjiYgRMSguMyif_iI,"https://search.google.com/local/reviews?placeid=ChIJV4T0NaMjiYgRMSguMyif_iI&q=hvac,+Pelham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,2,4,6,16,05/2022,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",charlesh@wittichen-supply.com,https://wittichen-supply.com/,33.3376994,-86.7914487,https://atlasgrowth.ai/t/modern-trust/wittichen-supply-co,
Engle Services Heating & Air - Electrical - Plumbing,engle-services-heating-air-electrical-plumbing,Pell City,Alabama,+1 205-813-1112,4.8,29,ChIJjyxmkRd9iYgRda6gC3csskc,"https://search.google.com/local/reviews?placeid=ChIJ6ea9NcdFiYgRLtBDatk-JGo&q=hvac+contractor,+35204,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,2,12,38,04/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",engleservices@gmail.com,https://engleservicesheatingandair.com/pell-city-heating-and-air/,33.5858458,-86.286246,https://atlasgrowth.ai/t/modern-trust/engle-services-heating-air-electrical-plumbing,
Home Services at The Home Depot,home-services-at-the-home-depot,Pell City,Alabama,+1 844-476-2140,3.6,7,ChIJFZZqkp99iYgRRUHXdrDe4vI,"https://search.google.com/local/reviews?placeid=ChIJt6Ps5ocQiYgR6sPvQI1B0Rw&q=hvac+contractor,+35222,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,1,6,03/2025,"{""monday"": ""6AM-9PM"", ""tuesday"": ""6AM-9PM"", ""wednesday"": ""6AM-9PM"", ""thursday"": ""6AM-9PM"", ""friday"": ""6AM-9PM"", ""saturday"": ""6AM-9PM"", ""sunday"": ""8AM-8PM""}",public_relations@homedepot.com,https://www.homedepot.com/l/Pell-City/AL/Pell-City/35125/818/services?emt=HSGMBGoogleMaps,33.6094831,-86.2743089,https://atlasgrowth.ai/t/modern-trust/home-services-at-the-home-depot,
"R & D Heating and Air - HVAC Maintenance Contractor, Heating and Air Conditioning Service Pell City AL",r-d-heating-and-air-hvac-maintenance-contractor-heating-and-air-conditioning-service-pell-city-al,Pell City,Alabama,+1 205-999-5877,5.0,19,ChIJb8TsNvR9iYgRnKWijexsClk,"https://search.google.com/local/reviews?placeid=ChIJb8TsNvR9iYgRnKWijexsClk&q=hvac,+Pell+City,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,3,8,09/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,33.5859978,-86.2970404,https://atlasgrowth.ai/t/modern-trust/r-d-heating-and-air-hvac-maintenance-contractor-heating-and-air-conditioning-service-pell-city-al,
Gone Coastal Plumbing and Air,gone-coastal-plumbing-and-air,Perdido Beach,Alabama,+1 251-979-9396,5.0,45,ChIJh_vr04SnkIgRBYlTY8aYW4I,"https://search.google.com/local/reviews?placeid=ChIJh_vr04SnkIgRBYlTY8aYW4I&q=hvac,+Perdido+Beach,+AL,+US&authuser=0&hl=en&gl=US",logo,3,6,13,37,08/2023,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",adam@gonecoastalplumbingair.net,https://gonecoastalplumbingair.net/,30.345978,-87.503365,https://atlasgrowth.ai/t/modern-trust/gone-coastal-plumbing-and-air,/logos/gone-coastal-plumbing-and-air.png
Archie's Heating & Cooling,archies-heating-cooling,Phenix City,Alabama,+1 334-550-8555,4.7,12,ChIJj8S3u_fPjIgRErOyODFNpNA,"https://search.google.com/local/reviews?placeid=ChIJj8S3u_fPjIgRErOyODFNpNA&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,3,12/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",info@archiesheatingandcooling.com,https://www.archiesheatingandcooling.com/,32.4666911,-85.0262264,https://atlasgrowth.ai/t/modern-trust/archies-heating-cooling,/logos/archies-heating-cooling.png
"Martin Heating & Air Conditioning, LLC",martin-heating-air-conditioning-llc,Phenix City,Alabama,+1 706-505-3316,5.0,17,ChIJm5T8nIDDjIgRTEX_dBoAsSE,"https://search.google.com/local/reviews?placeid=ChIJm5T8nIDDjIgRTEX_dBoAsSE&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,1,2,10/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""Closed""}",tbmartin6994@gmail.com,http://www.martinheatingandaircompany.com/,32.4566754,-85.1989258,https://atlasgrowth.ai/t/modern-trust/martin-heating-air-conditioning-llc,/logos/martin-heating-air-conditioning-llc.png
Smith Mechanical Heating & Air,smith-mechanical-heating-air,Phenix City,Alabama,+1 334-614-9035,4.9,41,ChIJJfl9d4DdjIgR_Y2g2bf-X5w,"https://search.google.com/local/reviews?placeid=ChIJJfl9d4DdjIgR_Y2g2bf-X5w&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,2,10/2023,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",billy.smith.2010@hotmail.com,https://smithmechanicalair.com/,32.4418304,-85.1911375,https://atlasgrowth.ai/t/modern-trust/smith-mechanical-heating-air,/logos/smith-mechanical-heating-air.png
"AirTight Heating & Cooling, LLC",airtight-heating-cooling-llc,Prattville,Alabama,+1 334-782-4524,5.0,89,ChIJ_5Eutwfi-AARKG7jhIGfQe4,"https://search.google.com/local/reviews?placeid=ChIJ_5Eutwfi-AARKG7jhIGfQe4&q=hvac,+Prattville,+AL,+US&authuser=0&hl=en&gl=US",logo,4,7,10,37,10/2021,"{""monday"": ""7:30AM-5PM"", ""tuesday"": ""7:30AM-5PM"", ""wednesday"": ""7:30AM-5PM"", ""thursday"": ""7:30AM-5PM"", ""friday"": ""7:30AM-5PM"", ""saturday"": ""7:30AM-5PM"", ""sunday"": ""Closed""}",contact@callairtight.com,http://www.callairtight.com/,32.4678769,-86.4571346,https://atlasgrowth.ai/t/modern-trust/airtight-heating-cooling-llc,/logos/airtight-heating-cooling-llc.png
"DB Home Services, LLC",db-home-services-llc,Prattville,Alabama,+1 334-398-2372,5.0,10,ChIJSTgpi2BfLmwRj4x_IIFCewo,"https://search.google.com/local/reviews?placeid=ChIJSTgpi2BfLmwRj4x_IIFCewo&q=hvac,+Prattville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,10,12/2024,"{""monday"": ""6AM-6PM"", ""tuesday"": ""6AM-6PM"", ""wednesday"": ""6AM-6PM"", ""thursday"": ""6AM-6PM"", ""friday"": ""6AM-6PM"", ""saturday"": ""7AM-5PM"", ""sunday"": ""7AM-5PM""}",dgb2247@gmail.com,https://www.dbhomeserv.com/,32.4554205,-86.4472443,https://atlasgrowth.ai/t/modern-trust/db-home-services-llc,/logos/db-home-services-llc.png
Good Air Heating and Cooling LLC,good-air-heating-and-cooling-llc,Prattville,Alabama,+1 334-300-6120,5.0,9,ChIJ_Zczy_x6BGkRc18aKj7iQQg,"https://search.google.com/local/reviews?placeid=ChIJ_Zczy_x6BGkRc18aKj7iQQg&q=hvac,+Prattville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,4,9,01/2025,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",CallGoodAir@gmail.com,https://www.facebook.com/GoodAirHeatingandCoolingLLC/,32.4624302,-86.4413123,https://atlasgrowth.ai/t/modern-trust/good-air-heating-and-cooling-llc,/logos/good-air-heating-and-cooling-llc.png
Mays Heating & Air Conditioning,mays-heating-air-conditioning,Prattville,Alabama,+1 334-361-1895,4.5,49,ChIJSVH1IruPjogR6TOmOt7cPHs,"https://search.google.com/local/reviews?placeid=ChIJm5T8nIDDjIgRTEX_dBoAsSE&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",logo,1,1,1,5,06/2023,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",maysclimate@gmail.com,http://www.callmays-itpays.com/,32.4542513,-86.4450246,https://atlasgrowth.ai/t/modern-trust/mays-heating-air-conditioning,/logos/mays-heating-air-conditioning.png
iCool Heating & Air,icool-heating-air,Prattville,Alabama,+1 334-432-8864,4.8,31,ChIJs4SDcNOPjogR_B2GbObCFwQ,"https://search.google.com/local/reviews?placeid=ChIJs4SDcNOPjogR_B2GbObCFwQ&q=hvac,+Prattville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,03/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""8AM-5PM"", ""sunday"": ""8AM-5PM""}",blake@icoolpros.com,,32.4642524,-86.4843934,https://atlasgrowth.ai/t/modern-trust/icool-heating-air,/logos/icool-heating-air.png
All American HVAC Services,all-american-hvac-services,Rainbow City,Alabama,+1 256-364-9231,5.0,252,ChIJ-Y_6Vn8EB4ERWlkTyTlE8kE,"https://search.google.com/local/reviews?placeid=ChIJ-Y_6Vn8EB4ERWlkTyTlE8kE&q=hvac,+Rainbow+City,+AL,+US&authuser=0&hl=en&gl=US",logo,4,15,16,37,01/2015,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",michael.whitley@allamericanhvacs.com,https://www.allamericanhvacs.com/,33.946707,-86.06735,https://atlasgrowth.ai/t/modern-trust/all-american-hvac-services,/logos/all-american-hvac-services.png
Crowe Heating & Cooling,crowe-heating-cooling,Rainbow City,Alabama,+1 256-441-7543,5.0,13,ChIJVQlTP0k6iogR-Sy3chfyTfc,"https://search.google.com/local/reviews?placeid=ChIJVQlTP0k6iogR-Sy3chfyTfc&q=hvac,+Rainbow+City,+AL,+US&authuser=0&hl=en&gl=US",not_logo,1,2,2,2,12/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,,33.9662766,-86.0488847,https://atlasgrowth.ai/t/modern-trust/crowe-heating-cooling,
Herzzog HVAC,herzzog-hvac,Rainbow City,Alabama,+1 346-540-7940,2.8,9,ChIJQzlFkZ47iogRsT7AP36xCis,"https://search.google.com/local/reviews?placeid=ChIJQzlFkZ47iogRsT7AP36xCis&q=hvac,+Rainbow+City,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,01/2025,"{""monday"": ""8AM-3:30PM"", ""tuesday"": ""8AM-3:30PM"", ""wednesday"": ""8AM-3:30PM"", ""thursday"": ""8AM-3:30PM"", ""friday"": ""Closed"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,,33.9830726,-86.0494915,https://atlasgrowth.ai/t/modern-trust/herzzog-hvac,
Stevens Air Conditioning & Heating,stevens-air-conditioning-heating,Rainbow City,Alabama,+1 256-546-6262,5.0,19,ChIJ5Rom4pc7iogRXc4rPVLb4UE,"https://search.google.com/local/reviews?placeid=ChIJ5Rom4pc7iogRXc4rPVLb4UE&q=hvac,+Rainbow+City,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,3,09/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",stevenac89@gmail.com,https://www.stevensacandheating.com/,33.9784085,-86.0410097,https://atlasgrowth.ai/t/modern-trust/stevens-air-conditioning-heating,
Herren's Heating & Cooling Llc,herrens-heating-cooling-llc,Rainsville,Alabama,+1 256-601-1222,3.8,17,ChIJCxZZDZzZYYgRzQBiv_omD5k,"https://search.google.com/local/reviews?placeid=ChIJCxZZDZzZYYgRzQBiv_omD5k&q=hvac,+Rainsville,+AL,+US&authuser=0&hl=en&gl=US",not_logo,1,1,1,3,10/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",herrenshvac@gmail.com,,34.5099884,-85.8031538,https://atlasgrowth.ai/t/modern-trust/herrens-heating-cooling-llc,
Florida Duct Cleaning,florida-duct-cleaning,Repton,Alabama,+1 251-227-0136,3.8,6,ChIJ0ZjQbQwRkIgR7rVus0KkARI,"https://search.google.com/local/reviews?placeid=ChIJ0ZjQbQwRkIgR7rVus0KkARI&q=hvac,+Repton,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,03/2025,"{""monday"": ""7AM-8PM"", ""tuesday"": ""7AM-8PM"", ""wednesday"": ""7AM-8PM"", ""thursday"": ""7AM-8PM"", ""friday"": ""7AM-8PM"", ""saturday"": ""Closed"", ""sunday"": ""7AM-8PM""}",,,31.3536723,-87.3361066,https://atlasgrowth.ai/t/modern-trust/florida-duct-cleaning,
Modern Air,modern-air,Robertsdale,Alabama,+1 251-979-4656,4.8,16,ChIJtYH5sf10mogRO_sTHGxp3G8,"https://search.google.com/local/reviews?placeid=ChIJtYH5sf10mogRO_sTHGxp3G8&q=hvac,+Robertsdale,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,1,2,4,10/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,30.5437566,-87.5812725,https://atlasgrowth.ai/t/modern-trust/modern-air,
Sun Coast Energy,sun-coast-energy,Robertsdale,Alabama,+1 251-970-0007,4.4,35,ChIJl8ZihqltmogRnnMWnL7oiLc,"https://search.google.com/local/reviews?placeid=ChIJl8ZihqltmogRnnMWnL7oiLc&q=hvac,+Robertsdale,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,01/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,30.5560542,-87.7318581,https://atlasgrowth.ai/t/modern-trust/sun-coast-energy,/logos/sun-coast-energy.png
Affordable Service Heating and Air,affordable-service-heating-and-air,Russellville,Alabama,+1 256-366-2007,4.7,15,ChIJwyaj5G9YfYgR19UfwGyulLE,"https://search.google.com/local/reviews?placeid=ChIJwyaj5G9YfYgR19UfwGyulLE&q=hvac,+Russellville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,11/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",john@affordableserviceair.com,https://www.affordableserviceair.com/,34.4989647,-87.7263649,https://atlasgrowth.ai/t/modern-trust/affordable-service-heating-and-air,/logos/affordable-service-heating-and-air.png
Climatemp Cooling & Heating Inc.,climatemp-cooling-heating-inc,Saraland,Alabama,+1 251-408-9744,3.9,7,ChIJMbPHqjVUmogR3laGoJHFyUQ,"https://search.google.com/local/reviews?placeid=ChIJT6tpyiRtmogRks2DTqLyc70&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",not_logo,8,18,18,24,03/2025,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",climatmp@gulftel.com,https://www.climatempairconditioningheating.com/,30.8331527,-88.1072231,https://atlasgrowth.ai/t/modern-trust/climatemp-cooling-heating-inc,
"HONEST AIR, LLC",honest-air-llc,Saraland,Alabama,+1 251-509-9779,4.7,82,ChIJccvxr19VmogR7dM9VASl1Os,"https://search.google.com/local/reviews?placeid=ChIJccvxr19VmogR7dM9VASl1Os&q=hvac,+Saraland,+AL,+US&authuser=0&hl=en&gl=US",not_logo,1,3,6,46,01/2022,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,30.8057257,-88.1017688,https://atlasgrowth.ai/t/modern-trust/honest-air-llc,
B & C Heating & Air Conditioning,b-c-heating-air-conditioning,Satsuma,Alabama,+1 251-679-1940,4.4,9,ChIJV0n2NsRXmogRjVlPI-EQ4MA,"https://search.google.com/local/reviews?placeid=ChIJV0n2NsRXmogRjVlPI-EQ4MA&q=hvac,+Satsuma,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,01/2025,,,,30.8653641,-88.0378043,https://atlasgrowth.ai/t/modern-trust/b-c-heating-air-conditioning,
Brickley Plumbing & Electric,brickley-plumbing-electric,Scottsboro,Alabama,+1 256-259-1911,2.5,17,ChIJ3QvCeefuYYgRTCEoF7bidSk,"https://search.google.com/local/reviews?placeid=ChIJ3QvCeefuYYgRTCEoF7bidSk&q=hvac,+Scottsboro,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,4,10/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",brickley@hiwaay.net,https://brickleyplumbingandelectric.com/,34.6737935,-86.0326654,https://atlasgrowth.ai/t/modern-trust/brickley-plumbing-electric,/logos/brickley-plumbing-electric.png
Home Services at The Home Depot,home-services-at-the-home-depot,Scottsboro,Alabama,+1 844-476-2140,4.2,6,ChIJwRRBfNXoYYgRv2OxdQFZCw8,"https://search.google.com/local/reviews?placeid=ChIJt6Ps5ocQiYgR6sPvQI1B0Rw&q=hvac+contractor,+35222,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,1,6,03/2025,"{""monday"": ""6AM-9PM"", ""tuesday"": ""6AM-9PM"", ""wednesday"": ""6AM-9PM"", ""thursday"": ""6AM-9PM"", ""friday"": ""6AM-9PM"", ""saturday"": ""6AM-9PM"", ""sunday"": ""8AM-8PM""}",public_relations@homedepot.com,https://www.homedepot.com/l/Scottsboro/AL/Scottsboro/35768/812/services?emt=HSGMBGoogleMaps,34.6645669,-86.009805,https://atlasgrowth.ai/t/modern-trust/home-services-at-the-home-depot,
Air Pro Heating & Air,air-pro-heating-air,Selma,Alabama,+1 334-877-3451,4.6,16,ChIJU0QX0gsPj4gR8lScgYqCctU,"https://search.google.com/local/reviews?placeid=ChIJU0QX0gsPj4gR8lScgYqCctU&q=hvac,+Selma,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,2,10/2024,"{""monday"": ""7:30AM-4:30PM"", ""tuesday"": ""7:30AM-4:30PM"", ""wednesday"": ""7:30AM-4:30PM"", ""thursday"": ""7:30AM-4:30PM"", ""friday"": ""7:30AM-4:30PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",airpro3451@gmail.com,http://airproheatingandair.com/,32.4356225,-87.0763573,https://atlasgrowth.ai/t/modern-trust/air-pro-heating-air,/logos/air-pro-heating-air.png
Air of Excellence Inc,air-of-excellence-inc,Semmes,Alabama,+1 251-476-4271,4.9,66,ChIJaS4hB3NSmogRBxtnx4bMdiw,"https://search.google.com/local/reviews?placeid=ChIJaS4hB3NSmogRBxtnx4bMdiw&q=hvac,+Semmes,+AL,+US&authuser=0&hl=en&gl=US",not_logo,1,3,4,10,09/2022,"{""monday"": ""8AM-4:30PM"", ""tuesday"": ""8AM-4:30PM"", ""wednesday"": ""8AM-4:30PM"", ""thursday"": ""8AM-4:30PM"", ""friday"": ""8AM-4:30PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",paige@airofexcellence.com,https://airofexcellence.com/,30.725487,-88.224471,https://atlasgrowth.ai/t/modern-trust/air-of-excellence-inc,
AirMedics Heating and Cooling,airmedics-heating-and-cooling,Semmes,Alabama,+1 251-463-6814,5.0,17,ChIJt2F527ytm4gRr7Mu0IQ7sWI,"https://search.google.com/local/reviews?placeid=ChIJt2F527ytm4gRr7Mu0IQ7sWI&q=hvac,+Semmes,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,10/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",airmedshvac@gmail.com,http://www.airmedicsal.com/,30.7425957,-88.2226339,https://atlasgrowth.ai/t/modern-trust/airmedics-heating-and-cooling,/logos/airmedics-heating-and-cooling.png
Surfside Heating and Cooling,surfside-heating-and-cooling,Semmes,Alabama,+1 251-238-6237,5.0,52,ChIJjce1Iyuvm4gREhsWs_j0bBM,"https://search.google.com/local/reviews?placeid=ChIJjce1Iyuvm4gREhsWs_j0bBM&q=hvac,+Semmes,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,5,04/2023,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",info@surfside.services,https://surfside.services/hvac/,30.7658526,-88.2753714,https://atlasgrowth.ai/t/modern-trust/surfside-heating-and-cooling,
Today Heating and Air llc,today-heating-and-air-llc,Semmes,Alabama,+1 251-401-5090,4.6,11,ChIJVVVRjZeum4gRT5py3PIQPyI,"https://search.google.com/local/reviews?placeid=ChIJVVVRjZeum4gRT5py3PIQPyI&q=hvac,+Semmes,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,8,12/2024,"{""monday"": ""6AM-9PM"", ""tuesday"": ""6AM-9PM"", ""wednesday"": ""6AM-9PM"", ""thursday"": ""6AM-9PM"", ""friday"": ""6AM-9PM"", ""saturday"": ""6AM-9PM"", ""sunday"": ""6AM-9PM""}",micah@micahrich.com,https://todayheatingandairllc.com/contact-us,30.7678446,-88.2564418,https://atlasgrowth.ai/t/modern-trust/today-heating-and-air-llc,
Climatemp Cooling & Heating Inc.,climatemp-cooling-heating-inc,Silverhill,Alabama,,4.3,6,ChIJT6tpyiRtmogRks2DTqLyc70,"https://search.google.com/local/reviews?placeid=ChIJT6tpyiRtmogRks2DTqLyc70&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",not_logo,8,18,18,24,03/2025,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",r.englebert@myclimatemp.com,http://www.myclimatemp.com/,30.5377372,-87.7554092,https://atlasgrowth.ai/t/modern-trust/climatemp-cooling-heating-inc,
Spivey's Heating & Air,spiveys-heating-air,Slocomb,Alabama,+1 334-596-9475,4.9,54,ChIJ6QgAyKf2kogRjA7y2vD7A7k,"https://search.google.com/local/reviews?placeid=ChIJ6QgAyKf2kogRjA7y2vD7A7k&q=hvac,+Slocomb,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,4,03/2023,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",westonspivey4829@gmail.com,https://spiveyshvac.com/,31.0904763,-85.5209453,https://atlasgrowth.ai/t/modern-trust/spiveys-heating-air,/logos/spiveys-heating-air.png
C&G Heating & Air Conditioning,cg-heating-air-conditioning,Smiths Station,Alabama,+1 334-614-3398,4.9,98,ChIJxddIFATPjIgRJO-QCLZQgUI,"https://search.google.com/local/reviews?placeid=ChIJm5T8nIDDjIgRTEX_dBoAsSE&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",not_logo,1,4,6,44,05/2021,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",bobbycooper1966@gmail.com,https://www.candghvac.net/,32.515399,-85.0863624,https://atlasgrowth.ai/t/modern-trust/cg-heating-air-conditioning,
